Parasite.species,Chain.length,Host.habitat,Min.lat,Avg.lat,Max.lat,Min.long,Avg.long,Max.long,parasiteKingdom,parasitePhylum,parasiteClass,parasiteOrder,parasiteFamily,parasiteGenus
Ophidascaris labiatopapillosa,2,freshwater,34.0489281,35.41359455,36.778261,-119.4179324,-115.25583175,-111.0937311,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ophidascaris
Ophidascaris moreliae,3,terrestrial,-31.2532183,-28.263808150000003,-25.274398,133.775136,140.3481175,146.921099,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ophidascaris
Ophidascaris pyrrhus,2,terrestrial,-37.01,-25.97056816,-6.314992999999999,133.775136,141.12218794,146.921099,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Ophidascaris
Ophiotaenia filaroides,3,freshwater,23.634501,23.634501,23.634501,-102.552784,-102.552784,-102.552784,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Ophiotaenia
Ophiotaenia gracilis,2,freshwater,53.569001,53.569001,53.569001,-113.571487,-113.571487,-113.571487,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Ophiotaenia
Ophiotaenia perspicua,3,freshwater,23.634501,23.634501,23.634501,-102.552784,-102.552784,-102.552784,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Ophiotaenia
Ophiotaenia ranae,2,freshwater,36.204824,36.204824,36.204824,138.252924,138.252924,138.252924,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Ophiotaenia
Ophryocotyle insignis,2,marine,27.6648274,41.585814125,53.9332706,-116.5765035,-97.217116475,-81.5157535,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Davaineidae,Ophryocotyle
Ophryocotyle proteus,2,marine,28.2915637,43.62980995,54.5259614,-16.6291304,8.0137869,31.1655799,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Davaineidae,Ophryocotyle
Ornithostrongylus quadriradiatus,1,terrestrial,14.058324,38.071402081818185,56.130366,-106.346771,-9.578352318181818,138.252924,Animalia,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Ornithostrongylus
Oslerus osleri,1,terrestrial,-25.274398,39.4412172375,60.47202399999999,-119.4179324,-30.014671687499998,133.775136,Animalia,Nematoda,Chromadorea,Rhabditida,Filaroididae,Filaroides
Ostertagia ostertagi,1,terrestrial,-40.900557,28.647831036585366,60.47202399999999,-155.5827818,-12.492087521951218,174.885971,Animalia,Nematoda,Chromadorea,Rhabditida,Trichostrongylidae,Ostertagia
Oswaldocruzia filiformis,1,terrestrial,28.2915637,45.9677685117647,61.52401,-16.6291304,21.741419488235294,105.318756,Animalia,Nematoda,Chromadorea,Rhabditida,Molineidae,Oswaldocruzia
Otostrongylus circumlitus,2,marine,-14.5994134,45.88065856,65.2481624,-149.0729714,-3.9676901299999994,149.3658173,Animalia,Nematoda,Chromadorea,Rhabditida,Crenosomatidae,Otostrongylus
Oxyspirura mansoni,2,terrestrial,14.058324,29.619505333333336,51.165691,-102.552784,5.391980333333331,108.277199,Animalia,Nematoda,Chromadorea,Rhabditida,Thelaziidae,Oxyspirura
Oxyuris equi,1,terrestrial,-37.01,33.78210179642857,64.963051,-102.552784,9.134559567857144,165.618042,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Oxyuris
Pallisentis nagpurensis,3,freshwater,23.684994,23.684994,23.684994,90.356331,90.356331,90.356331,Animalia,Acanthocephala,Eoacanthocephala,Gyracanthocephala,Quadrigyridae,Pallisentis
Parabisaccanthes philactes,2,freshwater,47.3682887,50.044556925,56.130366,-106.346771,-2.8464079500000024,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Parabisaccanthes
Paracamallanus cyathopharynx,2,freshwater,-23.59,4.86516636,26.820553,-14.452362,17.98642004,30.802498,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Paracamallanus
Paracamallanus sweeti,3,freshwater,23.684994,23.684994,23.684994,90.356331,90.356331,90.356331,Animalia,Nematoda,Chromadorea,Rhabditida,Camallanidae,Paracamallanus
Paradilepis caballeroi,3,freshwater,23.634501,25.534544133333334,27.6648274,-102.552784,-91.37815183333333,-81.5157535,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Gryporhynchidae,Paradilepis
Paradilepis scolecina,3,freshwater,-23.59,40.53974023076923,61.52401,-95.712891,39.83607438461538,138.252924,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Gryporhynchidae,Paradilepis
Parafilaroides decorus,2,marine,36.778261,51.900214133333336,62.4113634,-149.0729714,-88.32509293333334,3.515625,Animalia,Nematoda,Chromadorea,Rhabditida,Filaroididae,Parafilaroides
Parafilaroides gymnurus,2,marine,-14.5994134,32.0492372,56.511018,-28.6731465,-9.901859166666668,3.515625,Animalia,Nematoda,Chromadorea,Rhabditida,Filaroididae,Parafilaroides
Paranoplocephala macrocephala,2,terrestrial,34.0489281,46.48471646666666,64.2008413,-149.4936733,-61.94043546666667,74.766098,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Paranoplocephala
Paranoplocephala omphalodes,2,terrestrial,37.09024,51.57790687058824,64.2008413,-149.4936733,18.19435584117647,108.1649965,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Paranoplocephala
Paraquimperia tenerrima,2,freshwater,37.5442706,51.10059038888888,60.47202399999999,-63.744311,-3.735701066666667,15.2551187,Animalia,Nematoda,Chromadorea,Rhabditida,Quimperiidae,Paraquimperia
Parascaris equorum,1,terrestrial,-37.01,37.20231081666667,64.963051,-110.3625658,11.617749206666668,144.75,Animalia,Nematoda,Chromadorea,Rhabditida,Ascarididae,Parascaris
Paratenuisentis ambiguus,2,freshwater,39.370134,45.587821,51.165691,-77.40677199999999,-21.580498999999996,10.451526,Animalia,Acanthocephala,Eoacanthocephala,Neoechinorhynchida,Tenuisentidae,Paratenuisentis
Parelaphostrongylus andersoni,2,terrestrial,45.253783,54.7739264,64.8255441,-127.6476205,-108.97241946,-69.4454689,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Parelaphostrongylus
Parelaphostrongylus odocoilei,2,terrestrial,36.778261,50.051074075,56.130366,-127.6476205,-116.745952725,-106.346771,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Parelaphostrongylus
Parelaphostrongylus tenuis,2,terrestrial,9.748916999999999,41.63619912592593,56.130366,-116.5765035,-88.9024420037037,-63.744311,Animalia,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Parelaphostrongylus
Paricterotaenia porosa,2,freshwater,28.2915637,46.95095285714286,64.2008413,-149.4936733,5.294247028571426,105.318756,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dilepididae,Paricterotaenia
Paruterina candelabraria,2,terrestrial,37.5442706,47.745257333333335,56.130366,-106.346771,2.472873133333332,66.923684,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Paruterinidae,Paruterina
Paruterina rauschi,2,terrestrial,56.130366,56.130366,56.130366,-106.346771,-106.346771,-106.346771,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Paruterinidae,Paruterina
Parvitaenia cochlearii,3,freshwater,23.634501,23.634501,23.634501,-102.552784,-102.552784,-102.552784,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Gryporhynchidae,Parvitaenia
Passalurus ambiguus,1,terrestrial,-35.675147,34.85337311111111,56.49067119999999,-111.0937311,-5.24242805,165.618042,Animalia,Nematoda,Chromadorea,Rhabditida,Oxyuridae,Passalurus
Passerilepis stylosa,2,terrestrial,37.5442706,39.82843653333333,41.87194,-4.7277528,17.625938733333335,45.038189,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Passerilepis
Pearsonema mucronata,2,terrestrial,53.709807,53.709807,53.709807,27.953389,27.953389,27.953389,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Pearsonema
Pearsonema plica,2,terrestrial,36.204824,44.8388449,54.5259614,-85.323214,13.276280785714288,138.252924,Animalia,Nematoda,Enoplea,Trichinellida,Trichuridae,Pearsonema
Pharurus pallasii,2,marine,65.2481624,65.2481624,65.2481624,-60.4620977,-60.4620977,-60.4620977,Animalia,Nematoda,Chromadorea,Rhabditida,Pseudaliidae,Pharurus
Philometra abdominalis,2,freshwater,53.5587003,56.13714954,60.47202399999999,8.468945999999999,35.97439828,108.1649965,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometra
Philometra cylindracea,2,freshwater,42.0668852,47.198131716666666,56.130366,-106.346771,-85.96778313333333,-77.82706689999999,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometra
Philometra kotlani,2,freshwater,54.5259614,57.498992699999995,60.47202399999999,8.468945999999999,11.86203235,15.2551187,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometra
Philometra obturans,3,freshwater,54.5259614,57.86026819999999,63.15587019999999,15.2551187,22.62604374,32.9905552,Animalia,Nematoda,Chromadorea,Rhabditida,Philometridae,Philometra
