Parasite.species,Location,Latitude,Longitude,Chain.length,Host.habitat,parasiteKingdom,parasitePhylum,parasiteClass,parasiteOrder,parasiteFamily,parasiteGenus
Diorchis inflata,Switzerland + Lichtenstein,47.3682887,8.5374552,3,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diorchis
Diorchis brevis,Switzerland + Lichtenstein,47.3682887,8.5374552,2,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diorchis
Diorchis ransomi,Switzerland + Lichtenstein,47.3682887,8.5374552,3,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Diorchis
Echinocotyle rosseteri,Switzerland + Lichtenstein,47.3682887,8.5374552,3,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Echinocotyle
Dicranotaenia coronula,Switzerland + Lichtenstein,47.3682887,8.5374552,3,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Dicranotaenia
Taenia saginata,Switzerland + Lichtenstein,47.3682887,8.5374552,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Hymenolepis nana,Switzerland + Lichtenstein,47.3682887,8.5374552,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Rodentolepis
Echinococcus granulosus,Europe,54.5259614,15.2551187,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Echinococcus multilocularis,Europe,54.5259614,15.2551187,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Echinococcus oligarthrus,Neotropical,28.9337826,-95.30845339999999,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Echinococcus vogeli,Neotropical,28.9337826,-95.30845339999999,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Cloacotaenia megalops,Egypt,26.820553,30.802498,2,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Cloacotaenia
Cloacotaenia megalops,Malawi,-13.254308,34.301525,2,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Cloacotaenia
Cloacotaenia megalops,"England, Wales + Isle of Man",54.236107,-4.548056,2,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Cloacotaenia
Cloacotaenia megalops,United States,37.09024,-95.712891,2,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Cloacotaenia
Fimbriaria fasciolaris,Bangladesh,23.684994,90.356331,3,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Fimbriaria
Taenia taeniaeformis,Japan,36.204824,138.252924,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Hydatigera
Taenia crassiceps,Japan,36.204824,138.252924,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Echinococcus multilocularis,Japan,36.204824,138.252924,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Bothriocephalus scorpii,Atlantic Ocean,-14.5994134,-28.6731465,3,marine,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Hymenolepis diminuta,Colorado,39.5500507,-105.7820674,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis
Echinococcus granulosus,Australia,-25.274398,133.775136,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Stilesia globipunctata,Mauritania,21.00789,-10.940835,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Stilesia
Avitellina centripunctata,Mauritania,21.00789,-10.940835,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Avitellina
Ctenotaenia marmotae,Switzerland + Lichtenstein,47.3682887,8.5374552,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Ctenotaenia
Echinococcus multilocularis,France,46.227638,2.213749,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Ligula intestinalis,East Germany (!! USE Germany),51.165691,10.451526,3,freshwater,Animalia,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Ligula
Taenia martis,East Germany (!! USE Germany),51.165691,10.451526,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Paranoplocephala omphalodes,Spain + Andalusia,37.5442706,-4.7277528,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Paranoplocephala
Echinococcus multilocularis,Mongolia,46.862496,103.846656,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Metroliasthes lucida,New Hampshire/Vermont/Massachusetts/Connecticut/Rhode Is.,43.2509279,-71.9273024,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Paruterinidae,Metroliasthes
Hymenolepis nana,Japan,36.204824,138.252924,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Rodentolepis
Hymenolepis diminuta,Florida,27.6648274,-81.5157535,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis
Taenia rileyi,Florida,27.6648274,-81.5157535,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Taenia mustelae,Florida,27.6648274,-81.5157535,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Cladotaenia circi,Florida,27.6648274,-81.5157535,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Paruterinidae,Cladotaenia
Echinococcus granulosus,New South Wales,-31.2532183,146.921099,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Echinococcus granulosus,Victoria,-37.01,144.75,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Taenia polyacantha,Alaska,64.2008413,-149.4936733,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Echinococcus granulosus,Sudan,12.862807,30.217636,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Echinococcus granulosus,Kenya,-0.023559,37.906193,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Echinococcus granulosus,Morocco,31.791702,-7.092619999999999,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Bothriocephalus claviceps,Denmark,56.26392,9.501785,2,freshwater,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Proteocephalus macrocephalus,Denmark,56.26392,9.501785,2,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Echinococcus granulosus,France,46.227638,2.213749,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Taenia taeniaeformis,Australia,-25.274398,133.775136,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Hydatigera
Echinococcus granulosus,Jordan,30.585164,36.238414,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Moniezia expansa,Pakistan,30.375321,69.34511599999999,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Moniezia
Schistocephalus pungitii,Finno-Karelian ASSR,63.15587019999999,32.9905552,3,freshwater,Animalia,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Schistocephalus
Proteocephalus percae,Finno-Karelian ASSR,63.15587019999999,32.9905552,4,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Proteocephalus filicollis,Finno-Karelian ASSR,63.15587019999999,32.9905552,3,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Proteocephalus torulosus,Finno-Karelian ASSR,63.15587019999999,32.9905552,3,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Triaenophorus nodulosus,Finno-Karelian ASSR,63.15587019999999,32.9905552,3,freshwater,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Triaenophoridae,Triaenophorus
Mosgovoyia pectinata,Scotland,56.49067119999999,-4.2026458,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Mosgovoyia
Echinococcus granulosus,Libya,26.3351,17.228331,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Diplopylidium acanthotetra,Spain + Andalusia,37.5442706,-4.7277528,3,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dipylidiidae,Diplopylidium
Nematoparataenia southwelli,European USSR (CIS),54.5259614,15.2551187,2,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Nematoparataenia
Taenia hydatigena,Germany,51.165691,10.451526,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Echinococcus granulosus,Azerbaidzan,40.143105,47.576927,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Moniezia expansa,Scotland,56.49067119999999,-4.2026458,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Moniezia
Echinococcus granulosus,Scotland,56.49067119999999,-4.2026458,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Proteocephalus ambloplitis,Wisconsin,43.7844397,-88.7878678,4,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Bothriocephalus opsariichthydis,"Ukraine, incl. Moldavia",48.379433,31.1655799,2,freshwater,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Schistocephalus solidus,Scotland,56.49067119999999,-4.2026458,3,freshwater,Animalia,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Schistocephalus
Raillietina tetragona,Georgia (USSR),42.315407,43.35689199999999,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Davaineidae,Raillietina
Raillietina echinobothrida,Georgia (USSR),42.315407,43.35689199999999,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Davaineidae,Raillietina
Amoebotaenia cuneata,Georgia (USSR),42.315407,43.35689199999999,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dilepididae,Amoebotaenia
Bothriocephalus claviceps,Italy,41.87194,12.56738,2,freshwater,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Proteocephalus macrocephalus,Italy,41.87194,12.56738,2,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Taenia crocutae,Transvaal,-23.59,29.13,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Taenia hyaenae,Transvaal,-23.59,29.13,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Taenia regis,Transvaal,-23.59,29.13,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Eubothrium salvelini,Iceland,64.963051,-19.020835,3,freshwater,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Triaenophoridae,Eubothrium
Diphyllobothrium ditremum,Iceland,64.963051,-19.020835,3,freshwater,Animalia,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Dibothriocephalus
Proteocephalus longicollis,Iceland,64.963051,-19.020835,4,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Hymenolepis nana,Guinea-Bissau,11.803749,-15.180413,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Rodentolepis
Echinococcus granulosus,Uzbekistan,41.377491,64.585262,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Taenia solium,United States,37.09024,-95.712891,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Lacistorhynchus tenuis,Southwest Atlantic,-14.5994134,-28.6731465,3,marine,Animalia,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Lacistorhynchus
Grillotia erinaceus,Southwest Atlantic,-14.5994134,-28.6731465,3,marine,Animalia,Platyhelminthes,Cestoda,Trypanorhyncha,Lacistorhynchidae,Grillotia
Amphilina foliacea,Caspian Sea,41.934977,50.66894500000001,2,freshwater,Animalia,Platyhelminthes,Cestoda,Amphilinidea,Amphilinidae,Amphilina
Bothrimonus fallax,Caspian Sea,41.934977,50.66894500000001,2,marine,Animalia,Platyhelminthes,Cestoda,Spathebothriidea,Acrobothriidae,Bothrimonus
Hymenolepis nana,Spain + Andalusia,37.5442706,-4.7277528,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Rodentolepis
Taenia hydatigena,Ontario,51.253775,-85.323214,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Taenia polyacantha,France,46.227638,2.213749,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Taenia crassiceps,France,46.227638,2.213749,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Taenia pisiformis,France,46.227638,2.213749,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Hymenolepis nana,Jordan,30.585164,36.238414,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Rodentolepis
Taenia saginata,Jordan,30.585164,36.238414,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Proteocephalus torulosus,Lithuania,55.169438,23.881275,3,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Proteocephalus macrocephalus,Lithuania,55.169438,23.881275,2,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Proteocephalus longicollis,Lithuania,55.169438,23.881275,4,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Proteocephalus thymalli,Lithuania,55.169438,23.881275,2,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Proteocephalus osculatus,Lithuania,55.169438,23.881275,2,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Glanitaenia
Proteocephalus cernuae,Lithuania,55.169438,23.881275,2,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Proteocephalus filicollis,Lithuania,55.169438,23.881275,3,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Paradilepis scolecina,Lithuania,55.169438,23.881275,3,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Gryporhynchidae,Paradilepis
Proteocephalus percae,Lithuania,55.169438,23.881275,4,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Bothriocephalus scorpii,Lithuania,55.169438,23.881275,3,marine,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Ligula intestinalis,Lithuania,55.169438,23.881275,3,freshwater,Animalia,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Ligula
Bothriocephalus claviceps,Lithuania,55.169438,23.881275,2,freshwater,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Schistocephalus solidus,Lithuania,55.169438,23.881275,3,freshwater,Animalia,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Schistocephalus
Eubothrium rugosum,Lithuania,55.169438,23.881275,3,freshwater,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Triaenophoridae,Eubothrium
Cyathocephalus truncatus,Lithuania,55.169438,23.881275,2,freshwater,Animalia,Platyhelminthes,Cestoda,Spathebothriidea,Acrobothriidae,Cyathocephalus
Schistocephalus pungitii,Lithuania,55.169438,23.881275,3,freshwater,Animalia,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Schistocephalus
Caryophyllaeus laticeps,Lithuania,55.169438,23.881275,2,freshwater,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Caryophyllaeidae,Caryophyllaeus
Triaenophorus nodulosus,Lithuania,55.169438,23.881275,3,freshwater,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Triaenophoridae,Triaenophorus
Khawia sinensis,Lithuania,55.169438,23.881275,2,freshwater,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Lytocestidae,Khawia
Khawia baltica,Lithuania,55.169438,23.881275,2,freshwater,Animalia,Platyhelminthes,Cestoda,Caryophyllidea,Caryophyllaeidae,Caryophyllaeus
Proteocephalus percae,Finland,61.92410999999999,25.7481511,4,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Proteocephalus cernuae,Finland,61.92410999999999,25.7481511,2,freshwater,Animalia,Platyhelminthes,Cestoda,Onchoproteocephalidea,Proteocephalidae,Proteocephalus
Cyathocephalus truncatus,Canada,56.130366,-106.346771,2,freshwater,Animalia,Platyhelminthes,Cestoda,Spathebothriidea,Acrobothriidae,Cyathocephalus
Taenia solium,Papua New Guinea,-6.314992999999999,143.95555,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Hymenolepis nana,Papua New Guinea,-6.314992999999999,143.95555,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Rodentolepis
Hymenolepis diminuta,Papua New Guinea,-6.314992999999999,143.95555,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis
Valipora campylancristrota,East Germany (!! USE Germany),51.165691,10.451526,3,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Dipylidiidae,Dipylidium
Paradilepis scolecina,East Germany (!! USE Germany),51.165691,10.451526,3,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Gryporhynchidae,Paradilepis
Taenia saginata,Ethiopia (incl. Dhibouti),11.59516,43.146473,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Hymenolepis nana,Ethiopia (incl. Dhibouti),11.59516,43.146473,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Rodentolepis
Taenia saginata,Japan,36.204824,138.252924,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Taenia solium,Japan,36.204824,138.252924,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Echinococcus granulosus,Quebec,52.9399159,-73.5491361,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Hymenolepis diminuta,Alberta,53.9332706,-116.5765035,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis
Hymenolepis citelli,Alberta,53.9332706,-116.5765035,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis
Ligula intestinalis,Eire + N. Ireland,54.7877149,-6.4923145,3,freshwater,Animalia,Platyhelminthes,Cestoda,Diphyllobothriidea,Diphyllobothriidae,Ligula
Echinococcus granulosus,East Germany (!! USE Germany),51.165691,10.451526,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Fimbriaria fasciolaris,Manitoba,53.7608608,-98.8138762,3,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Fimbriaria
Fimbriaria fasciolaris,Alberta,53.9332706,-116.5765035,3,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Fimbriaria
Hymenolepis abortiva,Alberta,53.9332706,-116.5765035,2,freshwater,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Microsomacanthus
Bothriocephalus scorpii,Northeast Atlantic,39.370134,-77.40677199999999,3,marine,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Bothriocephalus
Moniezia benedeni,Hawaiian Islands,19.8967662,-155.5827818,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Moniezia
Taenia saginata,Denmark,56.26392,9.501785,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia
Moniezia expansa,East Germany (!! USE Germany),51.165691,10.451526,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Anoplocephalidae,Moniezia
Triaenophorus crassus,Manitoba,53.7608608,-98.8138762,3,freshwater,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Triaenophoridae,Triaenophorus
Echinococcus granulosus,Iraq,33.223191,43.679291,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
Hymenolepis diminuta,Japan,36.204824,138.252924,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis
Bothriocephalus acheilognathi,North Carolina,35.7595731,-79.01929969999999,3,freshwater,Animalia,Platyhelminthes,Cestoda,Bothriocephalidea,Bothriocephalidae,Schyzocotyle
Echinococcus granulosus,Northeast Africa,9.1303782000000009,41.2808577,2,terrestrial,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus
